Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Day,Start,Stop,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG
CAS CH421 A2,Biochemistry 1,Vardar-Ulu,,,,,,,Mon,6:30 PM,8:30 PM,,,,,,,,,,,,,0,0
CAS CH421 A2,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 BA,Biochemistry 1,,0,Lab,0,4,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 BX,Biochemistry 1,Szymczyna,0,Lab,0,20,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 BX,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 BX,Biochemistry 1,Whitty,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B1,Biochemistry 1,,0,Lab,0,5,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B2,Biochemistry 1,,0,Lab,0,5,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B3,Biochemistry 1,,0,Lab,0,5,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B4,Biochemistry 1,,0,Lab,0,5,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B5,Biochemistry 1,Vardar-Ulu,0,Lab,0,5,,,Thu,3:30 PM,7:30 PM,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B5,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B5,Biochemistry 1,Whitty,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B6,Biochemistry 1,Vardar-Ulu,0,Lab,0,5,,,Fri,10:10 AM,2:10 PM,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B6,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B6,Biochemistry 1,Whitty,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B7,Biochemistry 1,Vardar-Ulu,0,Lab,0,5,,,Fri,3:30 PM,7:30 PM,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B7,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B7,Biochemistry 1,Whitty,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 B8,Biochemistry 1,,0,Lab,0,5,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 B9,Biochemistry 1,,0,Lab,0,4,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 C1,Biochemistry 1,,0,Discussion,0,11,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 C2,Biochemistry 1,,0,Discussion,0,15,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 C3,Biochemistry 1,,0,Discussion,0,11,,,Arranged,,,20205,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH421 C4,Biochemistry 1,Vardar-Ulu,0,Discussion,0,11,,,Wed,10:10 AM,11:00 AM,20205,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS CH421 C4,Biochemistry 1,Tolan,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH421 C4,Biochemistry 1,Whitty,,,,,,,,,,,,,,,,,,,,,,0,0
CAS CH441 A1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
CAS CH441 A2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 B1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 B2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 B3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 B4,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C4,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C5,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 C6,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 D1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 D2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 E1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 G1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 G2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 G3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 J1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 K1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 K2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 L1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 L2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 L3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 P1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 P2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 P3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 R1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 R2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S4,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S5,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 S6,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 T1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 T2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 V1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 V2,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 V3,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 W1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 Y1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH441 Z1,Sr Res CH1 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 A1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 A2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 B1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 B2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 B3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 B4,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C4,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C5,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 C6,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 D1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 D2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 E1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 G1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 G2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 G3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 J1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 K1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 K2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 L1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 L2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 L3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 P1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 P2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 P3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 R1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 R2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S4,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S5,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 S6,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 T1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 T2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 V1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 V2,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 V3,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 W1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 Y1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH442 Z1,Sr Res CH2 2CR,,2,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 A1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 A2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 B1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 B2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 B3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 B4,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C4,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C5,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 C6,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 D1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 D2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 E1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 G1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 G2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 G3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 J1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 K1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 K2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 L1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 L2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 L3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 P1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 P2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 P3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 R1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 R2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S4,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S5,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 S6,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 T1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 T2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 V1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 V2,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 V3,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 W1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 Y1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH461 Z1,Sr Res CH1 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 A1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 A2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 B1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 B2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 B3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 B4,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C4,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C5,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 C6,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 D1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 D2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 E1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 G1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 G2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 G3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 J1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 K1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 K2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 L1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 L2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 L3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 P1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 P2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 P3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 R1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 R2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S2,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S3,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S4,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S5,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 S6,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS CH462 T1,Sr Res CH2 4CR,,4,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
