Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Day,Start,Stop,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG
GRS PY901 A2,Res in Phys 1,Ahlen,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B1,Res in Phys 1,Bansil,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B2,Res in Phys 1,Bishop,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B6,Res in Phys 1,Butler,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B7,Res in Phys 1,Brower,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B8,Res in Phys 1,Braunstein,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 B9,Res in Phys 1,Buldyrev,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 C2,Res in Phys 1,Cheng,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 C3,Res in Phys 1,Campbell,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 C4,Res in Phys 1,Chandran,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 C6,Res in Phys 1,Carey,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 C7,Res in Phys 1,Chamon,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 D1,Res in Phys 1,Duffy,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 D2,Res in Phys 1,Demiragli,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 E2,Res in Phys 1,El-Batanouny,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 E4,Res in Phys 1,Erramilli,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 F1,Res in Phys 1,Fitzpatrick,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 G1,Res in Phys 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 G2,Res in Phys 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 G4,Res in Phys 1,Grant,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 H1,Res in Phys 1,Hasselmo,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 H2,Res in Phys 1,Hu,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 I1,Res in Phys 1,Ivanov,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 J1,Res in Phys 1,Jariwala,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K1,Res in Phys 1,Klein,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K2,Res in Phys 1,Korolev,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K3,Res in Phys 1,Kearns,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K4,Res in Phys 1,Katz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K5,Res in Phys 1,Kon,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K6,Res in Phys 1,Kamenetska,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K7,Res in Phys 1,Kolachalama,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 K8,Res in Phys 1,Kopell,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 L1,Res in Phys 1,Lane,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 L2,Res in Phys 1,Ludwig,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 L3,Res in Phys 1,Larkin,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 L4,Res in Phys 1,Laumann,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 M1,Res in Phys 1,Miller,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 M2,Res in Phys 1,Meller,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 M5,Res in Phys 1,Mohanty,var,Directed Study,0,999,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 M6,Res in Phys 1,Mertz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 M8,Res in Phys 1,Mehta,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 P1,Res in Phys 1,Pi,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 P2,Res in Phys 1,Polkovnikov,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R1,Res in Phys 1,Roberts,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R2,Res in Phys 1,Rebbi,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R3,Res in Phys 1,Rothschild,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R5,Res in Phys 1,Ramachandran,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R6,Res in Phys 1,Rohlf,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 R7,Res in Phys 1,Ruckenstein,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S1,Res in Phys 1,Sulak,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S2,Res in Phys 1,Stanley,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S3,Res in Phys 1,Suarez,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S4,Res in Phys 1,Schmaltz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S5,Res in Phys 1,Segre,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S6,Res in Phys 1,Sushkov,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S7,Res in Phys 1,Smith,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 S8,Res in Phys 1,Sandvik,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 T1,Res in Phys 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY901 W2,Res in Phys 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 A2,Ds in Physics 1,Ahlen,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B1,Ds in Physics 1,Bansil,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B2,Ds in Physics 1,Bishop,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B6,Ds in Physics 1,Butler,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B7,Ds in Physics 1,Brower,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B8,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 B9,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 C2,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 C3,Ds in Physics 1,Campbell,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 C4,Ds in Physics 1,Chandran,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 C6,Ds in Physics 1,Carey,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 C7,Ds in Physics 1,Chamon,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 D1,Ds in Physics 1,Duffy,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 E2,Ds in Physics 1,El-Batanouny,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 E4,Ds in Physics 1,Erramilli,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 F1,Ds in Physics 1,Fitzpatrick,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 G1,Ds in Physics 1,Goldberg,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 G2,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 G4,Ds in Physics 1,Grant,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 H1,Ds in Physics 1,Hasselmo,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 J1,Ds in Physics 1,Klein,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 K1,Ds in Physics 1,Kearns,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 K2,Ds in Physics 1,Korolev,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 K3,Ds in Physics 1,Katz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 K4,Ds in Physics 1,Katz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 L1,Ds in Physics 1,Lane,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 L2,Ds in Physics 1,Ludwig,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 L3,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 M1,Ds in Physics 1,Miller,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 M5,Ds in Physics 1,Mohanty,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 M8,Ds in Physics 1,Mehta,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 P1,Ds in Physics 1,Pi,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 P2,Ds in Physics 1,Polkovnikov,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 R1,Ds in Physics 1,Roberts,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 R2,Ds in Physics 1,Rebbi,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 R3,Ds in Physics 1,Rothschild,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 R6,Ds in Physics 1,Rohlf,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 R7,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S1,Ds in Physics 1,Sulak,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S2,Ds in Physics 1,Stanley,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S3,Ds in Physics 1,Swan,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S4,Ds in Physics 1,Schmaltz,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S6,Ds in Physics 1,Sushkov,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S7,Ds in Physics 1,Smith,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 S8,Ds in Physics 1,Sandvik,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 T1,Ds in Physics 1,Staff,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 U2,Ds in Physics 1,Unlu,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY909 W2,Ds in Physics 1,Whitaker,var,Directed Study,0,10,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY961 A1,Scholar Mthds 1,Ruckenstein,1,Independent,0,28,,,Tue,5:00 PM,6:15 PM,20219,09/07/2021,12/07/2021,,,,,,,,,,0,0
GRS PY981 X1,Certified Ft St,Staff,0,Other,0,999,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY983 X1,Cont Study Pt,Staff,0,Other,0,999,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS PY985 X1,Cont Study Cft,Staff,0,Other,0,999,,,Arranged,,,20219,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN628 A1,Judaism Modern,Katz,4,Independent,0,3,,,"Tue,Thu",12:30 PM,1:45 PM,20221,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS RN637 A1,"Gender,Sex,Jud",Klepper,4,Independent,0,2,,,Thu,3:30 PM,6:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS RN638 A1,Jud/Islam Phil,Lobel,4,Independent,0,2,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS RN664 A1,Buddhist Lit,Harrington,4,Independent,0,5,,,"Tue,Thu",12:30 PM,1:45 PM,20221,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS RN675 A1,Cltr/Rn S.ASIA,Korom,4,Independent,0,2,,,"Mon,Wed,Fri",1:25 PM,2:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
GRS RN684 A1,The Holocaust,Katz,4,Independent,0,5,,,"Tue,Thu",3:30 PM,4:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS RN697 A1,Topics in Ph&Rn,Eckel,4,Independent,0,2,,,Wed,5:45 PM,8:30 PM,20221,09/08/2021,12/08/2021,,,,,,,,,,0,0
GRS RN735 A1,Gender & Islam,Ali,4,Independent,0,5,,,Mon,3:35 PM,6:20 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
GRS RN750 A1,Topic Relscimed,Petro,4,Independent,0,5,,,Tue,3:30 PM,6:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
GRS RN790 A1,T:Material Rels,Frankfurter,4,Independent,0,4,,,Mon,3:35 PM,6:20 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
GRS RN791 A1,Relign Apprch 1,Klawans,4,Independent,0,10,,,Mon,1:25 PM,3:05 PM,20221,09/08/2021,12/08/2021,,,,,,,,,,0,0
GRS RN791 A1,Relign Apprch 1,,,,,,,,Wed,1:25 PM,2:15 PM,,,,,,,,,,,,,0,0
GRS RN997 A1,Direct Stud-Rel,Ali,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 E1,Direct Stud-Rel,Eckel,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 F1,Direct Stud-Rel,Frankfurter,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 G1,Direct Stud-Rel,Guillory,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 H1,Direct Stud-Rel,Hughes,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 K1,Direct Stud-Rel,Katz,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 K2,Direct Stud-Rel,Klawans,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 K3,Direct Stud-Rel,Klepper,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 K5,Direct Stud-Rel,Korom,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 L2,Direct Stud-Rel,Lobel,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 P1,Direct Stud-Rel,Petro,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 P2,Direct Stud-Rel,Prothero,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 P3,Direct Stud-Rel,Purohit,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 S1,Direct Stud-Rel,Seligman,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 S2,Direct Stud-Rel,Speight,var,Directed Study,0,3,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS RN997 Z1,Direct Stud-Rel,Zank,var,Directed Study,0,5,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO631 A1,S: Gendrsex&Yth,Miller,4,Independent,0,6,,,Tue,12:30 PM,3:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
GRS SO770 A1,Topics Socio,Staff,4,Independent,0,5,,,Wed,2:30 PM,5:15 PM,20223,09/08/2021,12/08/2021,,,,,,,,,,0,0
GRS SO770 B2,Topics Socio,Gondal,4,Independent,0,12,,,Tue,3:30 PM,6:15 PM,20223,09/07/2021,12/07/2021,,,,,,,,,,0,0
GRS SO800 A1,Professionalwks,Guseva,2,Independent,0,18,,,Mon,12:20 PM,2:05 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
GRS SO808 A1,S:Minorty Grps,Stone,4,Independent,0,2,,,Thu,3:30 PM,6:15 PM,20223,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS SO820 A1,S:Wm/so Chng&Dv,Eckstein,4,Independent,0,3,,,Tue,3:30 PM,6:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
GRS SO837 A1,S:Soc Ofculture,Greenfeld,4,Independent,0,2,,,Fri,11:15 AM,2:00 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
GRS SO838 A1,Sem: Migration,,4,Independent,0,15,,,Thu,6:30 PM,9:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS SO840 A1,Comp Poli Cultr,Kalberg,4,Independent,0,2,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
GRS SO947 B1,Dr Field Conc,Brown-Saraci,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 C1,Dr Field Conc,Carr,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 C2,Dr Field Conc,Connell,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 E1,Dr Field Conc,Eckstein,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 G3,Dr Field Conc,Greenfeld,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 G4,Dr Field Conc,Grundy,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 G5,Dr Field Conc,Gondal,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 G6,Dr Field Conc,Guseva,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 H1,Dr Field Conc,Harris,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 K2,Dr Field Conc,Kibria,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 M1,Dr Field Conc,Mears,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 S1,Dr Field Conc,Stone,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 S2,Dr Field Conc,Schoenfeld,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 S3,Dr Field Conc,Simes,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 V1,Dr Field Conc,Villarreal M,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 X1,Dr Field Conc,Staff,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO947 X2,Dr Field Conc,Staff,var,Directed Study,0,5,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO981 X1,Certified Ft St,Staff,0,Other,0,999,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO983 X1,Cont Study Pt,Staff,0,Other,0,999,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS SO985 X1,Cont Study Cft,Staff,0,Other,0,999,,,Arranged,,,20223,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS ST981 X1,Cert Ft Study,Staff,0,Other,0,90,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS ST983 X1,Cont Study Pt,Staff,0,Other,0,90,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS ST985 X1,Cont Study Cft,Staff,0,Other,0,90,,,Arranged,,,20221,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS WR699 A1,Teaching Col Wr,Madsen Hardy,2,Independent,0,20,,,Wed,4:40 PM,5:55 PM,20342,09/08/2021,12/08/2021,,,,,,,,,,0,0
GRS WR699 B1,Teaching Col Wr,Madsen Hardy,2,Independent,0,30,,,Arranged,,,20342,09/02/2021,12/10/2021,,,,,,,,,,0,0
GRS XL743 A1,Alexander Great,Sharma,4,Independent,0,5,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
GRS XL983BA1,Cont Study Pt,,0,Other,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
HUB CC122 A1,Gender&Edctn Cc,Jarvis,0,Experience,0,10,,,Thu,3:30 PM,4:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
HUB CC125 A1,Gh CMMUNITY1 Cc,Webb,0,Experience,0,25,,,Mon,4:40 PM,5:30 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
HUB CC125 B1,Gh CMMUNITY1 Cc,Webb,0,Experience,0,25,,,Fri,3:35 PM,4:35 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
HUB CC126 A1,Gh CMMUNITY2 Cc,Webb,0,Experience,0,25,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
